#0	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E1.srt
#1	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E2.srt
#2	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E3.srt
#3	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E4.srt
#4	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E5.srt
#5	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E6.srt
word           total	0	1	2	3	4	5	example
cordon         1	0	0	0	0	0	1	when the military cordon got overrun,
corporal       1	0	0	0	0	0	1	Come on, corporal. Move out!
corral         1	0	1	0	0	0	0	Not shooting up the streets like it's the O.K.Corral.
corrosive      2	0	0	0	0	2	0	Air qualifiers indicate corrosive fumes.
cost           1	0	0	1	0	0	0	Oh, that's what them teeth cost me.
costs          1	0	0	0	0	1	0	They'd protect the C.D.C. At all costs, wouldn't they?
cots           1	0	0	0	0	0	1	But there are cots in storage if you like.
couches        1	0	0	0	0	0	1	The couches are comfortable,
could          35	2	0	9	11	6	7	The least you could do is speak.
count          3	0	1	1	0	0	1	- 15 rounds. - Make 'em count.
counting       1	0	0	0	0	0	1	It's counting down.
country        1	0	0	0	0	0	1	Ebola strains that could wipe out half the country!
county         3	3	0	0	0	0	0	in progress Lincoln county units request local assistance.
couples        1	1	0	0	0	0	0	Look, man, that's just shit couples go through.
course         1	0	0	1	0	0	0	Of course.
courtesy       1	1	0	0	0	0	0	Look, I ask and you answer, It's common courtesy, right?
cousin         1	0	0	0	1	0	0	That hillbilly jumps Felipe's little cousin,
cover          2	0	0	0	1	0	1	I got you in both places to cover me.
covering       1	0	1	0	0	0	0	watching those doors, covering our ass.
covers         1	0	1	0	0	0	0	You see any manhole covers?
cozy           1	1	0	0	0	0	0	Cozy in there?
cracker        2	0	1	1	0	0	0	Next time let the cracker beat his ass.
crap           6	1	2	2	1	0	0	I'm mean watching the same crap every time I come in here.
craziest       1	1	0	0	0	0	0	like World's craziest police chases, what do you think?
crazy          7	2	1	3	1	0	0	We ask you to watch over us in these crazy days.
creek          1	0	1	0	0	0	0	that if I'm ever that far up shit creek,
crew           2	0	0	0	2	0	0	What about the rest of your crew?
crossbow       1	0	0	0	1	0	0	Your crossbow is quieter than his gun.
crosses        1	0	0	0	1	0	0	See, now that's what happens when someone crosses you.
crossing       1	0	0	0	0	1	0	Crossing 100 miles of hostile territory?
crowded        1	0	1	0	0	0	0	Okay, the street on the other side of the tank is less crowded.
cruel          1	1	0	0	0	0	0	I would never say something that cruel to her.
cry            1	1	0	0	0	0	0	Cry into the pillow.
crying         2	0	0	0	2	0	0	No crying in the boat.
cube           2	0	0	1	0	1	0	Now that cube van of yours--
cuffed         1	0	0	1	0	0	0	I cuffed him. That makes it mine.
cuffs          2	0	2	0	0	0	0	What say you get me out of these cuffs,
cure           1	0	0	0	0	1	0	I heard the C.D.C. Was working on a cure.
custodian      1	0	0	0	1	0	0	I'm the custodian.
cut            10	0	3	2	5	0	0	Whoa, cut it out, man!
cutters        2	0	0	2	0	0	0	Rumor is you have bolt cutters.
dad            17	2	0	5	9	1	0	- Dad? - Yeah?
daddy          7	5	0	1	1	0	0	Daddy, daddy!
dah            1	0	1	0	0	0	0	Dah!
dale           16	0	2	4	3	1	6	Dale, I'm heading out.
damage         1	0	0	0	0	0	1	and damage to structures is desired.
damn           27	5	6	8	3	3	2	"You sound just like my damn father.
damned         1	0	0	1	0	0	0	I'll be damned.
damp           1	0	0	1	0	0	0	They're still a little damp.
danger         3	1	0	1	1	0	0	I'm not putting you in danger, okay?
dare           1	0	0	1	0	0	0	How dare you? Why would you be?
dark           6	1	1	0	0	1	3	They're even more active after dark sometimes.
darling        1	1	0	0	0	0	0	quote from the Guy Gospel and say "Um, darling?"
daryl          19	0	0	6	7	1	5	Except maybe Daryl.
date           1	0	0	1	0	0	0	date back to the '70s, don't match any other bandwidth--
daughter       2	0	0	0	1	0	1	You're scaring my son and Carol's daughter.
dawn           2	1	0	0	0	1	0	I'll turn mine on, a few minutes every day at dawn.
day            22	3	7	4	5	2	1	I'll turn mine on, a few minutes every day at dawn.
days           10	2	0	1	2	2	3	We ask you to watch over us in these crazy days.
dead           30	4	6	1	3	11	5	I'm gonna smack him dead.
deadly         1	1	0	0	0	0	0	Deadly as Dillinger Kapow.
deaf           2	0	0	1	1	0	0	You ain't deaf.
deal           4	1	1	1	0	1	0	Atlanta sounds like a good deal.
death          6	0	0	1	1	0	4	- I'll beat you to death, Ed. - Ed!
debt           2	0	0	1	0	1	0	I owe a debt to a man I met and his little boy.
deceive        1	0	0	1	0	0	0	Yeah, looks don't deceive. I barely got them out,
decide         1	0	0	0	1	0	0	They see how things are and most decide to stay.
decided        1	0	0	0	0	1	0	I haven't decided.
decision       1	0	0	0	0	1	0	My decision.
declared       1	0	0	0	0	1	0	It's day 194 since Wildfire was declared
decontamination5	0	0	0	0	2	3	Full decontamination in effect.
deemed         1	0	0	0	0	1	0	Corrosive element is deemed poisonous if inhaled.
deep           2	0	1	0	1	0	0	We're in some deep shit.
deer           2	0	0	2	0	0	0	That's my deer!
define         1	0	0	0	0	0	1	- Vi, define. - HITs--
degree         1	0	0	0	1	0	0	It's 100 degree today. You can't keep this up.
degrees        1	0	0	0	0	0	1	between 5,000 and 6,000 degrees
delirious      1	0	0	0	0	1	0	The fever-- you've been delirious more often than not.
delivered      1	0	0	0	1	0	0	Delivered pizzas. Why?
democracy      1	0	1	0	0	0	0	Huh? Democracy time, y'all.
dent           1	0	0	0	0	0	1	Can't make a dent.
department     2	0	2	0	0	0	0	We're trapped in the department store.
deployed       1	0	0	0	0	0	1	H.I.T.s are deployed to prevent any organisms from getting out.
deputy         1	1	0	0	0	0	0	Sheriff's deputy
deserve        3	0	0	2	0	0	1	Oh, I deserve it. I deserve it.
designed       2	0	0	0	0	0	2	It's designed to keep the
desire         1	0	0	0	1	0	0	of all hope and desire,
desired        1	0	0	0	0	0	1	and damage to structures is desired.
desperate      1	0	0	0	0	1	0	Please, we're desperate.
determine      1	0	0	0	0	0	1	They determine everything a person says
devastating    1	0	0	0	0	0	1	I know how devastating it is.
developed      1	0	0	0	1	0	0	This was not behavior developed over time.
device         1	0	0	0	0	1	0	It's an automated device. It's gears, okay?
diane          1	1	0	0	0	0	0	Linda and Diane from dispatch, they picked these out.
did            35	5	6	8	4	5	7	Look, man, I may have a... fail to amuse with my sermon, but I did try.
die            8	0	2	2	2	0	2	- Gonna die anyway.　- I'd rather.
died           8	2	1	3	0	0	2	She died in the other room, on that bed...
dies           1	0	0	0	0	0	1	- It's too late. - He dies, we all--
difference     3	2	0	0	0	1	0	What's the difference between men and women?
different      5	1	1	0	3	0	0	because my chromosomes happen to be different
differently    1	0	0	0	0	1	0	If it was your family, you'd feel differently.
digging        2	0	0	0	2	0	0	- So? - So why are you digging?
dignity        1	0	0	1	0	0	0	with some manly dignity and
dillinger      1	1	0	0	0	0	0	Deadly as Dillinger Kapow.
dinner         3	0	1	0	1	0	1	You just rang the dinner bell.
dios           2	0	2	0	0	0	0	Madre de dios!
direction      3	0	1	0	1	1	0	keep going in that direction.
directives     1	0	0	0	0	0	1	Communications, directives-- all of it.
dirt           1	0	0	1	0	0	0	Dirt.
disagree       1	0	0	0	0	1	0	We may disagree on some things,
discreet       1	0	0	0	1	0	0	Jeez, you try to be discreet around here--
discuss        1	0	0	0	0	1	0	To discuss some things with your mom, okay?
discussion     4	0	0	2	2	0	0	I don't see a rational discussion to be had from that, do you?
disease        4	2	0	1	0	1	0	Plus they got that disease place.
disgrace       1	0	0	0	1	0	0	- They are a disgrace. - I, uh,
disoriented    3	0	0	3	0	0	0	Disoriented.
dispatch       2	2	0	0	0	0	0	Dispatch, Unit 1, Unit 3, we are 10-97 in code 100.
dispel         1	0	0	1	0	0	0	Is there a gray area here? Let me dispel it.
distance       3	0	1	1	0	1	0	Stay within shouting distance.
distinct       1	0	1	0	0	0	0	They smell dead, we don't. It's pretty distinct.
distract       1	0	1	0	0	0	0	Can we distract them again?
distracted     2	0	2	0	0	0	0	If you move now while they're distracted, you stand a chance.
diversion      1	0	1	0	0	0	0	A diversion, like on "Hogan's heroes."
division       1	0	0	1	0	0	0	I'm beginning to question the division of labor here.
dixon          10	0	6	4	0	0	0	Oh no. Is that Dixon?
doc            4	0	0	0	0	0	4	- Hear hear! - Here's to you, doc. Booyah!
dock           1	1	0	0	0	0	0	Out on the loading dock, hauling trucks.
doctor         2	0	0	0	0	1	1	I dragged her to every doctor,
doctors        5	0	0	0	1	0	4	What are you, doctors?
does           8	0	0	2	1	0	5	The cold don't change the rules, does it?
dog            12	0	7	0	2	1	2	Hey, T-dog, try that C.B. Can you contact the others?
dogs           3	0	1	0	2	0	0	Right, like dogs. They hear a sound, they come.
doing          13	2	5	2	2	1	1	A lot of good it's been doing.
done           13	1	0	4	0	3	5	I haven't done this for years.
donor          1	0	1	0	0	0	0	he was an organ donor.
door           10	0	1	3	0	0	6	- Let's go! - Open the door!
doors          9	0	4	0	1	0	4	watching those doors, covering our ass.
dot            1	0	1	0	0	0	0	Little red dot means it's ready to fire.
doubling       1	0	0	1	0	0	0	The guns would mean doubling back.
doubt          2	0	0	2	0	0	0	- Please? Just one? - Yeah, I doubt that.
douche         3	0	0	2	1	0	0	Why would you risk your life for a douche bag like Merle Dixon?
down           70	15	12	4	5	10	24	Sounds like they're chasing those idiots up and down every back road we got.
dozen          3	0	0	3	0	0	0	Maybe half a dozen geeks can squeeze against it
dozens         1	0	0	0	1	0	0	They came out of nowhere. There were dozens of'em.
drag           1	0	0	1	0	0	0	Gonna drag it back to camp,
dragged        2	0	0	0	1	1	0	Here's the alley I dragged you into when we first met.
dragons        1	0	1	0	0	0	0	Unicorns, dragons.
drain          1	0	0	1	0	0	0	Well, I dropped it in a drain.
drainage       1	0	1	0	0	0	0	Big structures often had drainage tunnels
draw           4	0	2	1	0	1	0	Don't draw attention.
drawers        1	1	0	0	0	0	0	I found empty drawers in the bedroom.
drawing        2	0	1	0	1	0	0	And I'm drawing the geeks away how? I-- I missed that part.
drawn          1	0	1	0	0	0	0	- God. Give it a rest. - They're drawn by sound, right?
draws          2	1	0	0	0	0	1	The sound draws them,now they're all over the street.
dream          4	0	1	1	2	0	0	There's no refugee center. That's a pipe dream.
dreamt         1	0	0	0	1	0	0	Something I dreamt last night.
dress          1	1	0	0	0	0	0	Dwayne... Dress in room back there.
drink          2	0	0	0	1	0	1	Drink some water at least.
drinking       1	0	0	0	0	0	1	Keep drinking, little man.
drip           1	0	0	1	0	0	0	with that dual-drip filter
drive          3	0	0	2	0	1	0	Thought I'd get to drive it at least a few more days.
driven         1	0	0	0	0	0	1	Just a shell driven by mindless instinct.
driving        2	0	0	1	1	0	0	Are you crazy, driving this wailing bastard up here?
drop           1	0	0	1	0	0	0	Generators need every drop of fuel they can get.
dropped        8	0	2	6	0	0	0	- Got ammo? - In that duffel bag I dropped out there,
dropping       1	0	0	0	0	0	1	The system is dropping all the nonessential uses of power.
drums          1	0	0	0	0	0	1	and more empty fuel drums than I can count.
drunk          4	0	0	0	0	1	3	I'm getting drunk.
dry            3	0	0	1	2	0	0	The sun'll have'em dry in no time.
dual           1	0	0	1	0	0	0	with that dual-drip filter
duct           2	0	0	0	0	2	0	It's more duct tape than hose.
dude           2	0	0	0	1	0	1	Who's that dude to you anyway? You don't look related.
duffel         1	0	1	0	0	0	0	- Got ammo? - In that duffel bag I dropped out there,
dug            1	0	0	0	1	0	0	Why I dug the holes.
dull           1	0	0	0	1	0	0	I guess the saw blade was too dull for the handcuffs.
dumb           6	2	2	0	2	0	0	Careless and dumb, but... can't leave him like this.
dumbass        2	0	2	0	0	0	0	You're still a dumbass.
dumbest        1	0	0	0	1	0	0	You're the dumbest son of a bitch I ever met.
dunlap         1	0	1	0	0	0	0	Wayne Dunlap.
duration       1	0	0	0	0	0	1	and duration than any other known explosive except nuclear.
during         1	0	0	0	0	1	0	I got scratched during the attack.
dutiful        1	0	0	0	0	1	0	Look, it may be time for you to play the dutiful wife,
dwayne         8	8	0	0	0	0	0	Get the light,Dwayne.
dwell          1	0	0	1	0	0	0	Best not to dwell on it.
dying          2	0	0	1	0	0	1	The guy wouldn't give you a glass of water if you were dying of thirst.
ear            1	0	0	0	0	0	1	I even took my ear and I put it on his chest
earns          1	1	0	0	0	0	0	Still man, that... that earns me this.
ease           3	0	2	0	1	0	0	Come on, ease up.
easier         2	0	0	0	0	0	2	- it would've been so much easier. - Easier for who?
east           1	0	0	0	0	1	0	in the east sector shut down to save power.
eastwood       1	0	1	0	0	0	0	Nice moves there, Clint Eastwood.
easy           14	8	1	1	1	1	2	Easy now, easy.
eat            6	2	1	2	1	0	0	Here. Eat.
eaten          2	0	0	0	1	0	1	I thought you were being eaten by dogs, man.
eating         2	0	0	0	2	0	0	'cause the dead were too busy eating my family.
ebola          1	0	0	0	0	0	1	Ebola strains that could wipe out half the country!
echoing        1	0	0	1	0	0	0	Well, the alarm was echoing all over these hills.
edge           1	0	0	0	0	1	0	- Rick--　- We're at the ragged edge here.
educated       1	0	0	1	0	0	0	just 'cause you're some college-educated cooze,
edwin          2	0	0	0	0	0	2	Dr. Edwin Jenner.
effect         2	0	0	0	0	1	1	Full decontamination in effect.
eggs           2	0	0	0	0	0	2	Eggs. Powdered, but-- but I do 'em good.
eight          1	0	0	0	0	0	1	The longest we heard of was eight hours.
einstein       1	0	0	0	0	0	1	In our field, she was an Einstein.
either         5	0	2	1	0	2	0	No dumb-as-shit, inbred white-trash fools either.
electric       1	0	0	0	0	0	1	electric impulses in the brain
element        1	0	0	0	0	1	0	Corrosive element is deemed poisonous if inhaled.
else           13	1	4	4	0	3	1	What else? Anything?
elsewhere      1	0	0	0	1	0	0	You got us elsewhere?
embarrassment  1	0	0	0	0	1	0	Saves me the embarrassment.
embers         1	0	0	1	0	0	0	Keep our fires low, just embers.
emergency      4	2	0	0	0	0	2	Broadcasting on emergency channel.
emotional      1	0	0	0	0	1	0	The chinaman gets all emotional,
empty          5	2	0	1	0	0	2	It was empty when we got here.
encountered    1	0	0	0	1	0	0	The people we've encountered since things fell apart,
end            7	1	1	0	1	1	3	By the end, Dwayne will know how to shoot and I won't be so rusty.
ended          1	0	0	1	0	0	0	The world ended. Didn't you get the memo?
ending         1	0	0	0	0	0	1	I'm not ending up like Jim and Amy.
energy         1	0	0	0	0	0	1	Energy use is being prioritized.
engineering    1	0	0	0	0	1	0	Too bad I never studied engineering.
enhanced       1	0	0	0	0	0	1	Enhanced internal view.
enjoy          1	0	0	0	0	0	1	There's a rec room down the hall that you kids might enjoy.
enough         18	4	4	4	1	2	3	Gun shot ain't enough?
enter          1	0	0	0	0	1	0	Do not enter the city.
entire         3	1	0	0	1	1	0	you've been hearing this your entire　life
entirely       2	0	1	0	0	1	0	Not that was entirely unjustified.
entrance       2	0	0	0	1	0	1	Welded all the doors shut except for one entrance.
ese            2	0	0	0	2	0	0	Let's just shoot these fools right now, ese. All right?
especially     1	1	0	0	0	0	0	Goes faster than you think. Especially at target practice.
even           23	3	3	4	7	3	3	Sometimes I wonder if you even care about us at all.
evening        1	0	0	1	0	0	0	Hey, Carol, Sophia, how are y'all this evening?
event          7	0	1	0	0	0	6	If bad ideas were an Olympic event,
ever           26	3	2	4	6	2	9	I mean every woman, I ever let have a key, I swear to God.
every          24	6	1	8	4	3	2	I mean every woman, I ever let have a key, I swear to God.
everybody      18	1	2	3	2	4	6	Everybody pitched in on these. They uh...
everything     13	1	1	2	0	1	8	everything I say makes her impatient,like she didn't want to hear it after all.
everywhere     1	0	0	0	0	0	1	It was a massacre. There were walkers everywhere.
evil           1	0	1	0	0	0	0	That is just evil. What is wrong with you?
evilest        1	0	0	0	1	0	0	They're the evilest, nastiest man-eating bitches you ever saw.
eww            2	0	0	2	0	0	0	- You ever eat frog legs? - Eww!
exactly        1	0	0	0	1	0	0	I know exactly how you feel.
example        1	0	0	0	0	0	1	in a terrorist attack, for example--
except         6	1	0	1	2	0	2	Except for something in the brain.
excited        1	0	0	0	0	1	0	She'd call all excited.
exist          1	0	0	0	0	1	0	Now if they exist, they're at the army base.
exits          1	0	0	0	0	0	1	The emergency exits are sealed.
exorcist       1	1	0	0	0	0	0	And that's when the exorcist voice pops out.
experiences    1	0	0	0	0	0	1	experiences, memories.
explain        1	0	0	1	0	0	0	Can someone explain to me how the
explosive      1	0	0	0	0	0	1	and duration than any other known explosive except nuclear.
explosives     1	0	0	0	0	0	1	high-impulse thermobaric fuel-air explosives
exposing       1	0	0	0	0	1	0	- Exposing them to all kinds of risks?　- As opposed to what?
exposure       1	0	0	1	0	0	0	Thirst and exposure.
express        2	1	0	1	0	0	0	Do you express your thoughts?
extinction     1	0	0	0	0	0	1	This is our extinction event.
extraordinary  1	0	0	0	0	0	1	- Is that a brain?　- An extraordinary one.
extreme        1	1	0	0	0	0	0	Proceed with extreme caution.
eye            1	0	0	0	0	0	1	I'll have to keep my eye on you.
eyes           6	0	2	0	0	4	0	You've got eyes on the outside here.
face           9	0	1	2	2	0	4	Sorry for the gun in your face.
faced          1	0	0	0	0	0	1	Man, I'm gonna get soon faced drunk again.
faces          1	0	0	0	0	1	0	Well, look at their faces.
facilities     1	0	0	0	0	0	1	There are others, right? Other facilities?
facility       2	0	0	0	0	0	2	Most of the facility is powered down
facing         1	0	1	0	0	0	0	facing the street-- meet us there and be ready.
fail           1	1	0	0	0	0	0	Look, man, I may have a... fail to amuse with my sermon, but I did try.
failure        2	0	0	0	0	1	1	Not your failure.
fair           2	0	0	2	0	0	0	It's not fair of me to ask-- I know that--
faith          1	0	0	0	1	0	0	Don't take that on faith. He's lost a lot of blood.
fall           5	1	1	1	0	0	2	Sit down,before you fall down.
falling        2	0	0	1	0	0	1	There go those words falling short again.
familiarized   1	0	0	0	0	0	1	There were plenty left lying around. I familiarized myself.
families       1	0	0	0	0	0	1	Went off to be with their families.
family         15	1	1	2	4	7	0	My photo albums, family pictures, all gone.
fancy          1	1	0	0	0	0	0	Nothing fancy.
far            16	1	4	3	2	5	1	Just shot, as far as I know.
farts          1	0	0	0	1	0	0	Bunch of old farts who are gonna die off momentarily anyhow?
fascinate      1	0	0	0	1	0	0	You fascinate me.
fashioned      1	0	0	1	0	0	0	Just going to have to do this the old-fashioned way.
fast           2	1	0	0	1	0	0	It all happened so fast...
faster         1	1	0	0	0	0	0	Goes faster than you think. Especially at target practice.
father         3	2	0	0	1	0	0	"You sound just like my damn father.
faulkner       2	0	0	0	2	0	0	It's not me. It's Faulkner.
fault          4	0	0	2	2	0	0	it is nobody's fault but Merle's.
favor          3	0	2	0	1	0	0	All in favor? Huh?
fear           1	0	0	1	0	0	0	Fear, confusion-- all those things but...
feed           3	0	0	1	2	0	0	You and me, we'll be heroes. We'll feed these folks
feeding        2	0	2	0	0	0	0	and joined the feeding frenzy where the horse went down.
feel           9	2	1	3	1	1	1	I make you feel like
feeling        2	0	0	0	1	1	0	Hey, Jim. How you feeling, man?
feelings       2	1	0	0	1	0	0	You share your feelings and that kind of stuff?
feels          3	2	0	0	0	1	0	Feels cooler now.
feet           4	0	0	0	4	0	0	Start with the feet this time.
felipe         6	0	0	0	6	0	0	Felipe gets an arrow in the ass
fell           2	0	0	1	1	0	0	Well, I'm not surprised after Atlanta fell.
fella          1	0	0	0	1	0	0	Fella named Glenn.
felt           2	0	0	1	0	1	0	I felt like I'd been ripped out of my life
fess           1	1	0	0	0	0	0	Fess up.
fever          6	3	0	0	0	2	1	Fever would have killed you by now.
few            15	4	1	3	2	2	3	Went off a few minutes.
fewer          1	0	0	0	0	1	0	And we have fewer people.
fidget         1	0	0	1	0	0	0	Baby, the more you fidget, the longer it takes.
field          1	0	0	0	0	0	1	In our field, she was an Einstein.
fight          1	0	0	0	0	1	0	Don't fight.
fighting       1	0	0	0	0	1	0	for fighting for us.
figure         1	0	0	0	0	1	0	but it took me that long to figure it out.
figured        3	1	1	1	0	0	0	just figured out that the light switch see, goes both ways,"
figuring       1	0	0	0	0	0	1	that were supposed to be figuring out what happened.
file           1	0	0	1	0	0	0	You can file a complaint.
filter         1	0	0	1	0	0	0	with that dual-drip filter
filthy         2	0	1	1	0	0	0	Do you hear me, you filthy pig?!
finally        1	0	0	0	0	1	0	Item-- I finally got the scrubbers
find           17	3	5	2	5	1	1	No, not with our herds, so we had to find a place to lay low.
finding        1	0	0	1	0	0	0	Walking into our home, finding an empty house,
fine           15	3	1	5	3	2	1	But we'll be fine long as we stay quiet.
finger         2	0	2	0	0	0	0	Make your "P" the other way-- around your finger.
finish         1	1	0	0	0	0	0	- Go finish your chores. - Okay.
fire           6	0	1	2	2	0	1	Little red dot means it's ready to fire.
fired          2	2	0	0	0	0	0	Be advised, they have fired on police officers.
fires          1	0	0	1	0	0	0	Keep our fires low, just embers.
firing         1	1	0	0	0	0	0	Maybe it's the cool air or... Hell, maybe it's just me firing up that gun today.
first          18	1	1	3	3	4	6	But I guess if this is the first you're hearing, I know how it must sound...
fish           7	0	0	0	7	0	0	He knew that you needed to catch the fish
fishing        2	0	0	0	2	0	0	I mean, you know dad on the fishing thing.
fit            3	1	0	1	1	0	0	Streets won't fit to be on, and then we'll...
five           3	0	0	1	1	1	0	Yeah, five of 'em.
fixing         1	0	0	0	0	1	0	but you can't tell me that fixing your marriage
flag           1	0	1	0	0	0	0	Trying to flag the helicopter.
flames         1	0	0	0	1	0	0	See? So the flames can be a little higher
flesh          2	1	0	0	0	1	0	Try to eat you, take him some flesh at least.
flooding       1	0	1	0	0	0	0	into the sewers in case of flooding down in the subbasements.
florida        1	0	0	0	1	0	0	Maybe Florida wasn't hit so bad.
focus          1	0	0	1	0	0	0	And you ought to focus on your work.
focused        1	1	0	0	0	0	0	What I think, Leon, is that you need to stay focused.
folks          5	1	0	2	1	1	0	Folks got no idea what they're getting into.
follow         4	0	0	1	1	2	0	They said they'd follow me to Atlanta.
food           9	3	0	1	3	2	0	Father,we thank thee for this food... Thy blessings...
fooling        1	0	1	0	0	0	0	I'm not fooling, man! Morales!
foolish        2	0	1	1	0	0	0	Call it foolish, naive hope
fools          2	0	1	0	1	0	0	No dumb-as-shit, inbred white-trash fools either.
for            97	12	17	10	20	23	15	Hey, mister! What's that bandage for?
force          1	0	0	0	1	0	0	The kind that take by force.
forever        1	0	1	0	0	0	0	That glass won't hold forever.
forget         3	0	1	0	1	1	0	Forget the bag, okay? It's not an option.
fort           4	0	0	0	0	4	0	- Fort Benning. - That's 100 miles in the opposite direction.
forward        2	0	0	0	1	0	1	I'll go forward instead,
fossil         1	0	0	0	0	0	1	The world runs on fossil fuel.
fought         1	0	0	0	1	0	0	Mine too. We'd have fought back.
found          9	2	0	3	0	1	3	- I found you... - Daddy, I got this sumbitch.
four           8	0	1	6	0	0	1	I'm back. Got a guest plus four geeks in the alley.
framed         1	1	0	0	0	0	0	You see the framed photos on the walls?
france         2	0	0	0	0	0	2	And in France.
freak          1	0	1	0	0	0	0	You'd be having a major freak-out.
fred           1	1	0	0	0	0	0	This place... It's Fred and Cindy Drake's.
french         1	0	0	0	0	0	1	- It was the French. - what?
frenzy         1	0	1	0	0	0	0	and joined the feeding frenzy where the horse went down.
fresh          3	0	0	1	1	1	0	So she can show up with fresh bruises later, Ed?
freshest       1	0	0	0	0	1	0	They were our freshest samples by far.
friend         4	0	0	2	1	0	1	And it is an art, my friend. It is not to be taken lightly.
friendly       2	0	2	0	0	0	0	- Who the hell are you, man?!　- Officer friendly.
friends        3	0	1	0	2	0	0	Raise your friends. Tell them to get down there and be ready.
frog           3	0	0	3	0	0	0	- I've caught a frog before. - I said frogs-- plural.
frogs          8	0	0	8	0	0	0	I will teach you to catch frogs.
from           42	5	8	11	8	6	4	quote from the Guy Gospel and say "Um, darling?"
front          9	3	2	1	1	1	1	She said that in front of our kid.
frontal        1	0	0	0	0	0	1	The frontal lobe, the neocortex,
froze          1	1	0	0	0	0	0	I guess we just froze in place.
fry            1	0	0	0	1	0	0	Big ol' fish fry.
fuel           6	0	0	1	0	1	4	Generators need every drop of fuel they can get.
full           5	0	1	1	0	3	0	I'm a glass-half-full kind of guy.
fully          1	0	0	0	1	0	0	I don't think you fully appreciate the gravity of the situation.
fumes          1	0	0	0	0	1	0	Air qualifiers indicate corrosive fumes.
fungal         1	0	0	0	0	0	1	It could be microbial, viral, parasitic, fungal.
funny          2	0	0	1	0	1	0	What's so funny?
furnace        1	1	0	0	0	0	0	Her skin gave off heat like a furnace...
further        1	0	0	0	0	1	0	Not further out to sea.
gack           1	0	1	0	0	0	0	Gack!
gain           1	0	1	0	0	0	0	parley, as long as there's some kind of mutual gain involved.
gamble         1	0	0	1	0	0	0	Sounds like more of a gamble.
games          1	0	0	0	0	0	1	Just don't plug in the video games, okay?
gas            4	2	0	0	0	2	0	Gas and light have been down for maybe a month.
gathered       1	0	0	0	0	1	0	None of the other samples we gathered even came close.
gave           2	1	0	0	1	0	0	Her skin gave off heat like a furnace...
gear           2	1	0	0	1	0	0	Here I am, packing survival gear, she's grabbing photo albums....
gears          1	0	0	0	0	1	0	It's an automated device. It's gears, okay?
gee            1	0	0	0	1	0	0	Gee, you think?
geek           2	0	2	0	0	0	0	There's one geek still up
geeks          10	0	5	3	1	1	0	Whoever did it was thinking not many geeks would get through.
generations    1	0	0	0	1	0	0	that had been handed down through generations.
generators     3	0	0	1	0	0	2	Generators need every drop of fuel they can get.
gentle         1	0	0	0	0	1	0	And I promise we'll be as gentle as we can.
geography      1	0	0	1	0	0	0	You know the geography. It's your call.
georgia        1	0	1	0	0	0	0	Georgia license.
get            120	10	22	32	20	7	29	Hey, we'll get them on one of those video shows, you know,
gets           8	0	2	2	1	1	2	Ask Shane when he gets back?
getting        13	1	2	3	3	1	3	Folks got no idea what they're getting into.
gift           2	0	1	0	1	0	0	It was a gift. Why?
gilbert        2	0	0	0	2	0	0	Mr. Gilbert is having trouble breathing.
girl           9	4	1	2	1	1	0	Little girl?
girls          1	0	0	0	0	1	0	You girls were the first people...
give           18	1	3	4	8	1	1	I'll go. Give me a vehicle.
given          2	0	0	1	1	0	0	Have you given any thought to Daryl Dixon?
giving         1	0	1	0	0	0	0	You're giving me a headache, boy.
glad           1	0	0	0	1	0	0	Well, I'm glad it didn't go down that way.
glands         1	0	0	0	0	0	1	The adrenal glands hemorrhage,
glass          5	0	2	1	0	1	1	I'm a glass-half-full kind of guy.
glasses        1	1	0	0	0	0	0	For him, you need glasses, that was a walker.
glenn          12	0	4	1	6	0	1	Glenn. You're welcome.
global         3	2	0	0	0	1	0	She'll bitch about global warming.
gloves         1	0	1	0	0	0	0	Everybody got gloves?
gnarly         1	0	1	0	0	0	0	If you want me to go down this gnarly hole, fine--
gnawed         1	0	0	1	0	0	0	Look at it. All gnawed on by this...
god            42	1	10	17	6	4	4	I mean every woman, I ever let have a key, I swear to God.
godod          1	0	0	1	0	0	0	God! Godod
goes           7	4	2	0	0	0	1	They're born thinking the switch only goes one way.
going          19	5	3	3	3	1	4	Imagine going to school with that in your head.
gold           3	0	1	0	2	0	0	- This would take the gold. - He's right.
golden         1	0	0	1	0	0	0	You take this stupid hat and go back to "On Golden Pond"?
gone           14	3	2	2	0	4	3	My photo albums, family pictures, all gone.
gonna          74	3	14	19	20	6	12	I'm gonna smack him dead.
good           29	9	5	3	6	2	4	She's good. She's good at turning off lights.
gospel         1	1	0	0	0	0	0	quote from the Guy Gospel and say "Um, darling?"
got            99	12	21	27	17	15	7	Sounds like they're chasing those idiots up and down every back road we got.
gotta          8	3	2	2	0	1	0	cause I then gotta walk through that house,
gotten         1	0	0	1	0	0	0	Something had to be done or he'd have gotten us killed.
gouge          1	0	0	0	0	1	0	Their roots will gouge the whole boat.
government     1	0	0	0	0	1	0	If there's any government left, any structure at all,
